Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type,Non Use Code,Assessor Remarks,OPM remarks,Location
211124,2021,07/18/2022,Bristol,16 NUTMEG RD,141610.0,340000.0,0.4165,Residential,Single Family,14,FORECLOSURE SALE,RENOVATED PER MLS,POINT (-72.936345019 41.708249995)
180259,2018,02/15/2019,Shelton,127 HUNTERS CREEK,204960.0,265000.0,0.7734,Condo,Condo,14,FORECLOSURE SALE,RENOVATED PER MLS,POINT (-72.936345019 41.708249995)
190227,2019,01/14/2020,Shelton,98 OLD STRATFORD RD,154490.0,262500.0,0.5885,Single Family,Single Family,14,FORECLOSURE SALE,RENOVATED PER MLS,POINT (-72.936345019 41.708249995)
22494,2002,09/16/2003,Stamford,56 CRYSTAL LAKE RD,164220.0,450000.0,0.364933333,Single Family,Single Family,14,FORECLOSURE SALE,RENOVATED PER MLS,POINT (-73.55033 41.0977)
130091,2013,05/01/2014,Clinton,16 STONY POINT RD #4,64800.0,164500.0,0.393920973,Single Family,Single Family,14,MOBILE/MANUFACTURED HOME - Marsh and water views MVS,RENOVATED PER MLS,POINT (-72.54154 41.27498)
31224,2003,09/17/2004,Hamden,74 SKY VW CIR,107800.0,292000.0,0.369178082,Single Family,Single Family,14,MOBILE/MANUFACTURED HOME - Marsh and water views MVS,RENOVATED PER MLS,POINT (-72.54154 41.27498)
42077,2004,08/17/2005,Norwalk,309 SILVERMINE AVE,293300.0,675000.0,0.434518519,Single Family,Single Family,14,MOBILE/MANUFACTURED HOME - Marsh and water views MVS,RENOVATED PER MLS,POINT (-72.54154 41.27498)
13465,2013,09/09/2014,Ridgefield,68 MOPUS BRIDGE RD,502250.0,835000.0,0.601497006,Single Family,Single Family,14,MOBILE/MANUFACTURED HOME - Marsh and water views MVS,RENOVATED PER MLS,POINT (-72.54154 41.27498)
160513,2016,06/20/2017,West Haven,85 LINDEN ST,97440.0,32500.0,2.998153846,Single Family,Single Family,25 - Other,ESTATE SALE,RENOVATED PER MLS,POINT (-72.54154 41.27498)
80574,2008,08/14/2009,Milford,160 HOME ACRES AVENUE,293800.0,400000.0,0.7345,Single Family,Single Family,25 - Other,ESTATE SALE,RENOVATED PER MLS,POINT (-73.03857 41.22889)
130512,2013,02/20/2014,Waterbury,48 CESTARO ST,61020.0,47000.0,1.298297872,Single Family,Single Family,25 - Other,ESTATE LIQUIDATION,RENOVATED PER MLS,POINT (-73.03857 41.22889)
120269,2012,04/16/2013,Torrington,120 DARLING ST,113590.0,65000.0,1.747538462,Single Family,Single Family,25 - Other,SOLD BELOW ASSESSED,RENOVATED PER MLS,POINT (-73.10588 41.80377)
80221,2008,12/05/2008,Stamford,166 SKYLINE LANE,536730.0,272500.0,1.969651376,Single Family,Single Family,08 - Part Interest,1/2 INTEREST TRANSFERRED,RENOVATED PER MLS,POINT (-73.10588 41.80377)
210098,2021,10/28/2021,New Haven,44 MEADOW VIEW,316610.0,508000.0,0.6232,Residential,Single Family,08 - Part Interest,1/2 INTEREST TRANSFERRED,RENOVATED PER MLS,POINT (-72.894715961 41.251535011)
130857,2013,08/11/2014,Danbury,28 OAKLAND AVENUE EXT,188400.0,344000.0,0.547674419,Two Family,Two Family,08 - Part Interest,I11048,RENOVATED PER MLS,POINT (-72.894715961 41.251535011)
190173,2019,11/25/2019,Norwalk,1 ISLAND DR,19950.0,28500.0,0.7,Condo,Condo,08 - Part Interest,1 ISLAND DR BOAT DOCK 20 - 3-75-18-B20,RENOVATED PER MLS,POINT (-72.894715961 41.251535011)
200369,2020,03/15/2021,Trumbull,667 GARDEN ST,199570.0,355000.0,0.5621,Residential,Single Family,08 - Part Interest,1 ISLAND DR BOAT DOCK 20 - 3-75-18-B20,RENOVATED PER MLS,POINT (-73.21989 41.24353)
211176,2021,08/23/2022,Hamden,740 MIX AVE UB212,80150.0,125000.0,0.6412,Residential,Condo,08 - Part Interest,1 ISLAND DR BOAT DOCK 20 - 3-75-18-B20,RENOVATED PER MLS,POINT (-72.923770991 41.373418989)
50233,2005,06/30/2006,Suffield,41 WOODLAND TER,147280.0,273000.0,0.539487179,Residential,Condo,08 - Part Interest,1 ISLAND DR BOAT DOCK 20 - 3-75-18-B20,RENOVATED PER MLS,POINT (-72.923770991 41.373418989)
50568,2005,08/08/2006,Farmington,44 LAKE ST LT 9,45640.0,405900.0,0.112441488,Residential,Condo,7,1 ISLAND DR BOAT DOCK 20 - 3-75-18-B20,RENOVATED PER MLS,POINT (-72.923770991 41.373418989)
70135,2007,12/07/2007,Hamden,39 WINDSOR RD,128380.0,180000.0,0.713222222,Single Family,Single Family,14 - Foreclosure,1 ISLAND DR BOAT DOCK 20 - 3-75-18-B20,RENOVATED PER MLS,POINT (-72.8983 41.34105)
70435,2007,04/21/2008,Stratford,65 EUCLID AVE,176260.0,285000.0,0.61845614,Single Family,Single Family,14 - Foreclosure,1 ISLAND DR BOAT DOCK 20 - 3-75-18-B20,RENOVATED PER MLS,POINT (-72.8983 41.34105)
15805,2015,09/21/2016,Hartford,149 BEACON ST,73245.0,229000.0,0.319847162,Single Family,Single Family,14 - Foreclosure,1 ISLAND DR BOAT DOCK 20 - 3-75-18-B20,RENOVATED PER MLS,POINT (-72.8983 41.34105)
80186,2008,02/27/2009,Fairfield,20 SHADOWOOD ROAD,604240.0,905000.0,0.667668508,Single Family,Single Family,14 - Foreclosure,1 ISLAND DR BOAT DOCK 20 - 3-75-18-B20,RENOVATED PER MLS,POINT (-73.26372 41.16173)
101233,2010,09/22/2011,Waterbury,222 BRADLEY AVE #2-9A,26610.0,14000.0,1.900714286,Condo,Condo,25 - Other,bulk sale,RENOVATED PER MLS,POINT (-73.26372 41.16173)
90242,2009,07/01/2010,Ridgefield,7 HUNT CT,536050.0,775000.0,0.691677419,Single Family,Single Family,25 - Other,bulk sale,RENOVATED PER MLS,POINT (-73.26372 41.16173)
2100344,2021,03/30/2022,Naugatuck,108-39 CLARK RD,6760.0,16000.0,0.4225,Residential,Single Family,25 - Other,MOBILE HOME,RENOVATED PER MLS,POINT (-73.005033039 41.471638005)
140306,2014,06/16/2015,Naugatuck,731 MAY ST,171370.0,143000.0,1.198391608,Single Family,Single Family,14 - Foreclosure,SALE OF FORECLOSED PROPERTY,RENOVATED PER MLS,POINT (-73.005033039 41.471638005)
20454,2020,09/15/2021,Montville,69 FITCH HILL RD,138250.0,185000.0,0.747297297,Industrial,Single Family,14 - Foreclosure,SALES RATIO,COMMERCIAL VACANT LAND,POINT (-72.10843 41.4959)
13113,2013,04/17/2014,Montville,8 CONNECTICUT BLVD,107570.0,132000.0,0.814924242,Single Family,Single Family,14 - Foreclosure,SALES RATIO,COMMERCIAL VACANT LAND,POINT (-72.10843 41.4959)
50087,2005,10/11/2005,Bridgeport,305 KNOWLTON ST,1476791.0,525000.0,2.812935238,Single Family,Single Family,14,SALES RATIO,COMMERCIAL VACANT LAND,POINT (-72.10843 41.4959)
90003,2009,10/15/2009,Preston,3 WEBSTER RD,140000.0,215000.0,0.651162791,Single Family,Single Family,14,SALES RATIO,COMMERCIAL VACANT LAND,POINT (-72.10843 41.4959)
140257,2014,03/31/2015,Torrington,63 SMITH ST,77880.0,52201.0,1.491925442,Single Family,Single Family,14 - Foreclosure,OUT OF FORECLOSURE,COMMERCIAL VACANT LAND,POINT (-72.10843 41.4959)
11613,2001,07/22/2002,Danbury,8 1 FAIRVIEW DR BLDG 4,43700.0,110500.0,0.395475113,Single Family,Single Family,14 - Foreclosure,OUT OF FORECLOSURE,COMMERCIAL VACANT LAND,POINT (-72.10843 41.4959)
18816,2018,07/25/2019,Hartford,50 ARLINGTON ST,53760.0,215000.0,0.25,Single Family,Single Family,14 - Foreclosure,OUT OF FORECLOSURE,COMMERCIAL VACANT LAND,POINT (-72.70526 41.73532)
170057,2017,10/25/2017,Wallingford,8D NADIA LN,148100.0,214000.0,0.692056075,Single Family,Single Family,14 - Foreclosure,OUT OF FORECLOSURE,COMMERCIAL VACANT LAND,POINT (-72.70526 41.73532)
190184,2019,11/12/2019,Milford,989 WHEELERS FARMS RD,245030.0,215000.0,1.1397,Single Family,Single Family,26 - Rehabilitation Deferred,OUT OF FORECLOSURE,COMMERCIAL VACANT LAND,POINT (-72.70526 41.73532)
190165,2019,04/30/2020,Windham,286 BEAVER HILL RD,105570.0,203500.0,0.5188,Single Family,Single Family,26 - Rehabilitation Deferred,OUT OF FORECLOSURE,COMMERCIAL VACANT LAND,POINT (-72.14623 41.73666)
14043,2014,12/23/2014,Prospect,147 BOYD DR,31110.0,46000.0,0.676304348,Single Family,Single Family,26 - Rehabilitation Deferred,OUT OF FORECLOSURE,COMMERCIAL VACANT LAND,POINT (-72.14623 41.73666)
70120,2007,12/21/2007,Branford,13 RIVERWALK,0.0,624929.0,0.0,Condo,Condo,07 - Change in Property,OUT OF FORECLOSURE,COMMERCIAL VACANT LAND,POINT (-72.79017 41.28534)
30131,2003,11/07/2003,West Haven,6 GRAND ST,84980.0,208000.0,0.408557692,Condo,Condo,07 - Change in Property,OUT OF FORECLOSURE,COMMERCIAL VACANT LAND,POINT (-72.79017 41.28534)
31042,2003,07/02/2004,Greenwich,62 HUNTING RDG RD,3878140.0,6650000.0,0.583178947,Condo,Condo,07 - Change in Property,OUT OF FORECLOSURE,COMMERCIAL VACANT LAND,POINT (-73.61688 41.0962)
120663,2012,05/21/2013,Norwalk,14 LOCKWOOD LN,310660.0,430000.0,0.722465116,Single Family,Single Family,07 - Change in Property,OUT OF FORECLOSURE,COMMERCIAL VACANT LAND,POINT (-73.61688 41.0962)
210234,2021,07/29/2022,Derby,7-9 MASON ST,173180.0,360000.0,0.481,Residential,Two Family,07 - Change in Property,OUT OF FORECLOSURE,COMMERCIAL VACANT LAND,POINT (-73.089488842 41.331436975)
180030,2018,10/12/2018,West Hartford,98-100 LANCASTER ROAD,222180.0,310000.0,0.716709677,Two Family,Two Family,07 - Change in Property,OUT OF FORECLOSURE,COMMERCIAL VACANT LAND,POINT (-73.089488842 41.331436975)
50079,2005,10/20/2005,New Britain,311 WOOSTER ST,137060.0,299900.0,0.457019006,Two Family,Two Family,07 - Change in Property,OUT OF FORECLOSURE,COMMERCIAL VACANT LAND,POINT (-73.089488842 41.331436975)
40466,2004,05/27/2005,Windsor,24 PORTMAN ST,84630.0,147900.0,0.572210953,Two Family,Two Family,07 - Change in Property,OUT OF FORECLOSURE,COMMERCIAL VACANT LAND,POINT (-72.6543 41.82868)
90111,2009,03/01/2010,Plainville,36 RELIANCE RD,156310.0,125000.0,1.25048,Single Family,Single Family,25 - Other,BELOW MARKET - UPDATED AND RESOLD 9/2010 - SEE #90244,COMMERCIAL VACANT LAND,POINT (-72.84386 41.69023)
70426,2007,03/28/2008,Hartford,106-108 STANDISH ST,43134.0,115000.0,0.375078261,Two Family,Two Family,14 - Foreclosure,BELOW MARKET - UPDATED AND RESOLD 9/2010 - SEE #90244,COMMERCIAL VACANT LAND,POINT (-72.84386 41.69023)
60231,2006,07/19/2007,Seymour,77 BALANCE ROCK # 20,98630.0,147000.0,0.670952381,Condo,Condo,14 - Foreclosure,BELOW MARKET - UPDATED AND RESOLD 9/2010 - SEE #90244,COMMERCIAL VACANT LAND,POINT (-72.84386 41.69023)
160107,2016,06/23/2017,Litchfield,WHISKERS LN,4410.0,45000.0,0.098,Condo,Condo,28 - Use Assessment,"TWO PROPERTIES, ASSESSMENTS 2390 AND 2020",COMMERCIAL VACANT LAND,POINT (-72.84386 41.69023)
20790,2002,09/26/2003,Groton,12 SPYGLASS CIR,98140.0,195000.0,0.503282051,Condo,Condo,28 - Use Assessment,"TWO PROPERTIES, ASSESSMENTS 2390 AND 2020",COMMERCIAL VACANT LAND,POINT (-72.84386 41.69023)
20104,2020,09/14/2021,Lisbon,192 RIVER ROAD,124020.0,215000.0,0.5768,Residential,Single Family,25 - Other,C0037600 OUT OF ESTATE,COMMERCIAL VACANT LAND,POINT (-71.99597 41.58354)
13065,2013,12/09/2013,Wilton,40 LIBERTY ST,1145830.0,1608500.0,0.712359341,Single Family,Single Family,25 - Other,C0037600 OUT OF ESTATE,COMMERCIAL VACANT LAND,POINT (-71.99597 41.58354)
160133,2016,12/22/2016,Glastonbury,126 COLEMAN RD,186200.0,247500.0,0.752323232,Single Family,Single Family,25 - Other,C0037600 OUT OF ESTATE,COMMERCIAL VACANT LAND,POINT (-71.99597 41.58354)
10142,2001,12/30/2001,Torrington,1275 WINSTED RD UT 429,43700.0,83500.0,0.523353293,Single Family,Single Family,25 - Other,C0037600 OUT OF ESTATE,COMMERCIAL VACANT LAND,POINT (-71.99597 41.58354)
10744,2001,05/02/2002,West Hartford,31 CRESTWOOD RD,102260.0,240000.0,0.426083333,Single Family,Single Family,25 - Other,C0037600 OUT OF ESTATE,COMMERCIAL VACANT LAND,POINT (-71.99597 41.58354)
20992,2002,08/13/2003,West Haven,8 MARTIN ST,69580.0,171900.0,0.404770215,Single Family,Single Family,25 - Other,C0037600 OUT OF ESTATE,COMMERCIAL VACANT LAND,POINT (-71.99597 41.58354)
210487,2021,12/03/2021,Bridgeport,4699 MAIN ST #1A3,138650.0,83740.0,1.6557,Residential,Condo,08 - Part Interest,C0037600 OUT OF ESTATE,COMMERCIAL VACANT LAND,POINT (-73.220835027 41.224988015)
20199,2002,08/21/2003,Woodbridge,21 RICHARD SWEET DR,240170.0,469000.0,0.512089552,Residential,Condo,08 - Part Interest,C0037600 OUT OF ESTATE,COMMERCIAL VACANT LAND,POINT (-73.220835027 41.224988015)
15101,2015,02/04/2016,Montville,89 PARK AVE,99540.0,110000.0,0.904909091,Single Family,Single Family,14 - Foreclosure,C0037600 OUT OF ESTATE,COMMERCIAL VACANT LAND,POINT (-73.220835027 41.224988015)
150662,2015,09/09/2016,Torrington,333 LEDGE DR,51970.0,58000.0,0.896034483,Condo,Condo,14 - Foreclosure,A/S=.90,COMMERCIAL VACANT LAND,POINT (-73.10988 41.87675)
70221,2007,06/30/2008,Plainville,12 FOX RD,186970.0,235000.0,0.795617021,Single Family,Single Family,14 - Foreclosure,A/S=.90,COMMERCIAL VACANT LAND,POINT (-73.10988 41.87675)
1200318,2012,09/04/2013,East Haven,138 OLD FOXON RD,101450.0,55000.0,1.844545455,Single Family,Single Family,14 - Foreclosure,A/S=.90,COMMERCIAL VACANT LAND,POINT (-73.10988 41.87675)
50428,2005,08/10/2006,Killingly,213 N SHORE RD,0.0,168000.0,0.0,Single Family,Single Family,13,A/S=.90,COMMERCIAL VACANT LAND,POINT (-73.10988 41.87675)
20874,2002,06/30/2003,Greenwich,351 PEMBERWICK RD UT 812,209930.0,440000.0,0.477113636,Single Family,Single Family,13,A/S=.90,COMMERCIAL VACANT LAND,POINT (-73.66574 41.0349)
220133,2022,02/21/2023,East Lyme,185 MAIN ST #206,309190.0,650000.0,0.4756,Residential,Condo,07 - Change in Property,UC 75% COMPLETE ON 10/1,COMMERCIAL VACANT LAND,POINT (-72.229245733 41.319044494)
190428,2019,04/03/2020,Manchester,31 GREEN ROAD,107400.0,176000.0,0.6102,Single Family,Single Family,07 - Change in Property,UC 75% COMPLETE ON 10/1,COMMERCIAL VACANT LAND,POINT (-72.229245733 41.319044494)
21046,2021,12/09/2021,Orange,SHAGBARK DR,4700.0,5000.0,0.94,Vacant Land,Single Family,24 - Plottage,UC 75% COMPLETE ON 10/1,COMMERCIAL VACANT LAND,POINT (-72.994970488 41.302539998)
15598,2015,07/21/2016,East Hartford,75 MCKEE ST.,104490.0,125000.0,0.83592,Single Family,Single Family,25 - Other,short sale,COMMERCIAL VACANT LAND,POINT (-72.994970488 41.302539998)
15106,2015,02/26/2016,Plainfield,80 GROVE ST,95430.0,149000.0,0.640469799,Single Family,Single Family,25 - Other,short sale,COMMERCIAL VACANT LAND,POINT (-72.994970488 41.302539998)
20117,2020,04/14/2021,Orange,542 GOSPEL LA,222700.0,310000.0,0.7183,Residential,Single Family,18 - In Lieu Of Foreclosure,short sale,COMMERCIAL VACANT LAND,POINT (-72.994970488 41.302539998)
32042,2003,09/30/2004,Danbury,10 BOUGHTON ST,181700.0,336000.0,0.54077381,Residential,Single Family,16.0,short sale,COMMERCIAL VACANT LAND,POINT (-72.994970488 41.302539998)
21086,2021,11/24/2021,Guilford,5 ROCKLAND RD,98790.0,190000.0,0.5199,Vacant Land,Single Family,16.0,short sale,COMMERCIAL VACANT LAND,POINT (-72.694109023 41.383574)
140415,2014,04/16/2015,Killingly,18 CLOVER COURT,84770.0,172500.0,0.49142029,Single Family,Single Family,16.0,short sale,COMMERCIAL VACANT LAND,POINT (-71.86994 41.87134)
12401,2001,07/31/2002,Bridgeport,52 GODDARD AVE,42770.0,95000.0,0.450210526,Single Family,Single Family,16.0,short sale,COMMERCIAL VACANT LAND,POINT (-71.86994 41.87134)
10158,2001,04/16/2002,Coventry,252 FOREST RD,48090.0,80000.0,0.601125,Single Family,Single Family,16.0,short sale,COMMERCIAL VACANT LAND,POINT (-71.86994 41.87134)
110063,2011,03/19/2012,Putnam,46 SCHOOL STREET,78600.0,90000.0,0.873333333,Two Family,Two Family,16.0,short sale,COMMERCIAL VACANT LAND,POINT (-71.86994 41.87134)
20012,2002,10/23/2002,Portland,66 CARLSON DR,141400.0,261007.0,0.541747922,Two Family,Two Family,7.0,short sale,COMMERCIAL VACANT LAND,POINT (-71.86994 41.87134)
10073,2001,07/26/2002,Bolton,14 NORTH RD,52190.0,115000.0,0.453826087,Two Family,Two Family,7.0,short sale,COMMERCIAL VACANT LAND,POINT (-71.86994 41.87134)
80056,2008,03/27/2009,Wilton,999 RIDGEFIELD ROAD,577990.0,710000.0,0.814070423,Single Family,Single Family,7.0,short sale,COMMERCIAL VACANT LAND,POINT (-71.86994 41.87134)
70187,2007,05/15/2008,North Haven,60 GROVE RD,179200.0,84666.0,2.116552099,Single Family,Single Family,08 - Part Interest,short sale,COMMERCIAL VACANT LAND,POINT (-72.84802 41.38466)
12212,2012,08/20/2013,Plainville,11 CASSIDY DR,46480.0,68500.0,0.678540146,Condo,Condo,25 - Other,these are restricked resale low income,COMMERCIAL VACANT LAND,POINT (-72.84802 41.38466)
20584,2002,03/17/2003,Milford,52 BILYARD ST,97510.0,240000.0,0.406291667,Condo,Condo,25 - Other,these are restricked resale low income,COMMERCIAL VACANT LAND,POINT (-72.84802 41.38466)
210138,2021,12/13/2021,New London,184 JEFFERSON AVE,85960.0,200000.0,0.4298,Residential,Two Family,25 - Other,these are restricked resale low income,COMMERCIAL VACANT LAND,POINT (-72.11099804 41.35436202)
70018,2007,10/23/2007,New Canaan,46 WHIFFLE TREE LN,787500.0,1800000.0,0.4375,Single Family,Single Family,25 - Other,these are restricked resale low income,COMMERCIAL VACANT LAND,POINT (-72.11099804 41.35436202)
20108,2020,03/25/2021,Orange,181 MARSH HILL RD,7328300.0,16050000.0,0.4565,Commercial,Single Family,25 - Other,REIT SALE ALLOCATION OF PORTFOLIO,COMMERCIAL VACANT LAND,POINT (-72.11099804 41.35436202)
190299,2019,07/01/2020,East Lyme,69 SPRING GLEN RD,133210.0,270000.0,0.4934,Single Family,Single Family,25 - Other,REIT SALE ALLOCATION OF PORTFOLIO,COMMERCIAL VACANT LAND,POINT (-72.11099804 41.35436202)
2020268,2020,05/27/2021,Berlin,244 HAWTHORNE DR,190800.0,324800.0,0.5874,Residential,Condo,25 - Other,REIT SALE ALLOCATION OF PORTFOLIO,COMMERCIAL VACANT LAND,POINT (-72.75855 41.58504)
20665,2002,02/27/2003,Norwalk,25 W MAIN ST,72240.0,195900.0,0.368759571,Residential,Condo,25 - Other,REIT SALE ALLOCATION OF PORTFOLIO,COMMERCIAL VACANT LAND,POINT (-72.75855 41.58504)
10826,2001,01/23/2002,Bridgeport,1204-1210 NOBLE AVE,92750.0,225000.0,0.412222222,Residential,Condo,25 - Other,REIT SALE ALLOCATION OF PORTFOLIO,COMMERCIAL VACANT LAND,POINT (-72.75855 41.58504)
10008,2001,10/09/2001,Woodbridge,25 OLD MILL RD,189630.0,280000.0,0.67725,Residential,Condo,25 - Other,REIT SALE ALLOCATION OF PORTFOLIO,COMMERCIAL VACANT LAND,POINT (-72.75855 41.58504)
170356,2017,09/21/2018,Ellington,6 WESTVIEW TER,130970.0,205000.0,0.6388,Single Family,Single Family,25 - Other,REIT SALE ALLOCATION OF PORTFOLIO,COMMERCIAL VACANT LAND,POINT (-72.75855 41.58504)
20620,2020,07/02/2021,Ridgefield,125 STANDISH DRIVE,360540.0,759000.0,0.475,Residential,Single Family,07 - Change in Property,REIT SALE ALLOCATION OF PORTFOLIO,COMMERCIAL VACANT LAND,POINT (-72.75855 41.58504)
200087,2020,06/01/2021,Harwinton,195 COUNTY LINE RD,245890.0,466000.0,0.5276,Residential,Single Family,07 - Change in Property,REIT SALE ALLOCATION OF PORTFOLIO,COMMERCIAL VACANT LAND,POINT (-73.01533 41.7903)
51193,2005,08/02/2006,Bristol,106 LEON RD,100660.0,223200.0,0.450985663,Residential,Single Family,07 - Change in Property,REIT SALE ALLOCATION OF PORTFOLIO,COMMERCIAL VACANT LAND,POINT (-73.01533 41.7903)
40603,2004,02/24/2005,Meriden,35 MCKENZIE AVE,62860.0,6500.0,9.670769231,Residential,Single Family,8,REIT SALE ALLOCATION OF PORTFOLIO,COMMERCIAL VACANT LAND,POINT (-73.01533 41.7903)
201042,2020,04/01/2021,Norwalk,8 PRINCETON ST,257510.0,460000.0,0.5598,Residential,Single Family,8,5-10-103-0,COMMERCIAL VACANT LAND,POINT (-73.01533 41.7903)
160389,2016,07/11/2017,Westport,8 ABBOTTS LANE,806700.0,1140000.0,0.707631579,Single Family,Single Family,8,5-10-103-0,COMMERCIAL VACANT LAND,POINT (-73.01533 41.7903)
220001,2022,10/03/2022,Fairfield,150 VILLA AVENUE,384020.0,400000.0,0.96,Vacant Land,Single Family,15 - Government Agency,5-10-103-0,COMMERCIAL VACANT LAND,POINT (-73.220178454 41.181929773)
20078,2002,08/15/2003,Voluntown,485 BEACH POND RD,25270.0,72500.0,0.348551724,Vacant Land,Single Family,15 - Government Agency,5-10-103-0,COMMERCIAL VACANT LAND,POINT (-73.220178454 41.181929773)
150432,2015,05/02/2016,Bristol,170 CASTLE RD,151340.0,254900.0,0.593723029,Single Family,Single Family,15 - Government Agency,5-10-103-0,COMMERCIAL VACANT LAND,POINT (-72.91436 41.68395)
22000081,2022,12/05/2022,Cheshire,15 AMHERST DR,214240.0,455000.0,0.4708,Residential,Single Family,15 - Government Agency,5-10-103-0,COMMERCIAL VACANT LAND,POINT (-72.887996022 41.526945993)
15034,2015,05/23/2016,Andover,175 LONG HILL RD,191000.0,256000.0,0.74609375,Single Family,Single Family,15 - Government Agency,5-10-103-0,COMMERCIAL VACANT LAND,POINT (-72.37514 41.75769)
160316,2016,02/14/2017,Meriden,249 GROVE ST,71050.0,118450.0,0.599831152,Single Family,Single Family,15 - Government Agency,5-10-103-0,COMMERCIAL VACANT LAND,POINT (-72.37514 41.75769)
20150,2020,01/08/2021,Monroe,301B FAIRMOUNT DR,134300.0,212000.0,0.6334,Residential,Condo,15 - Government Agency,5-10-103-0,COMMERCIAL VACANT LAND,POINT (-73.26948 41.33908)
20436,2002,09/24/2003,East Hampton,12 N MAIN ST,100190.0,170000.0,0.589352941,Residential,Condo,15 - Government Agency,5-10-103-0,COMMERCIAL VACANT LAND,POINT (-73.26948 41.33908)
40194,2004,04/27/2005,Wolcott,20 SWISS LN,180600.0,270500.0,0.667652495,Residential,Condo,15 - Government Agency,5-10-103-0,COMMERCIAL VACANT LAND,POINT (-73.00258 41.57623)
162234,2016,05/03/2017,Shelton,49 ENGLISH LANE,119490.0,120000.0,0.99575,Single Family,Single Family,07 - Change in Property,5-10-103-0,COMMERCIAL VACANT LAND,POINT (-73.00258 41.57623)
100935,2010,07/06/2011,Waterbury,26 RANAUDO ST,118720.0,142900.0,0.830790763,Single Family,Single Family,25 - Other,ESTATE SALE,COMMERCIAL VACANT LAND,POINT (-73.04805 41.5287)
30534,2003,07/08/2004,Southbury,223A HERITAGE VLG,121195.0,224500.0,0.539844098,Single Family,Single Family,25 - Other,ESTATE SALE,COMMERCIAL VACANT LAND,POINT (-73.04805 41.5287)
221144,2022,06/21/2023,Fairfield,53 SLEEPY HOLLOW ROAD,403060.0,690000.0,0.5841,Residential,Single Family,25 - Other,ESTATE SALE,COMMERCIAL VACANT LAND,POINT (-73.254787015 41.169184992)
151011,2015,09/07/2016,Stratford,292 SEDGEWICK AVE,174720.0,249800.0,0.699439552,Single Family,Single Family,25 - Other,ESTATE SALE,COMMERCIAL VACANT LAND,POINT (-73.254787015 41.169184992)
50151,2005,12/09/2005,Southbury,171 COACHMAN'S DR,312500.0,580000.0,0.538793103,Single Family,Single Family,25 - Other,ESTATE SALE,COMMERCIAL VACANT LAND,POINT (-73.24618 41.50361)
